IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
7.0,9.0,Expert,372,1000,0
11.0,16.0,Mixed Suboptimal,5295,1000,0
7.0,15.0,Mixed Random,3280,1000,0
8.0,18.0,Epsilon-greedy,6607,1000,0
9.0,17.0,Boltzmann Softmax: Tau 0.5,17730,1000,0
9.0,7.0,Boltzmann Softmax: Tau 1.5,28619,1000,0
7.0,6.0,Random,32323,1000,0
5.0,10.0,Mixed Suboptimal,37605,1000,0
6.0,8.0,Mixed Random,35766,1000,0
8.0,12.0,Epsilon-greedy,38906,1000,0
12.0,14.0,Boltzmann Softmax: Tau 0.5,49702,1000,0
2.0,9.0,Boltzmann Softmax: Tau 1.5,60737,1000,0
6.0,5.0,Random,64480,1000,0
4.0,7.0,Mixed Suboptimal,69612,1000,0
5.0,6.0,Mixed Random,67689,1000,0
7.0,9.0,Epsilon-greedy,70873,1000,0
6.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,0
6.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,0
5.0,5.0,Random,96473,1000,0
5.0,8.0,Expert,372,1000,4219
8.0,16.0,Mixed Suboptimal,5295,1000,4219
8.0,11.0,Mixed Random,3280,1000,4219
15.0,17.0,Epsilon-greedy,6607,1000,4219
7.0,9.0,Boltzmann Softmax: Tau 0.5,17730,1000,4219
5.0,9.0,Boltzmann Softmax: Tau 1.5,28619,1000,4219
7.0,5.0,Random,32323,1000,4219
11.0,9.0,Mixed Suboptimal,37605,1000,4219
5.0,9.0,Mixed Random,35766,1000,4219
5.0,13.0,Epsilon-greedy,38906,1000,4219
7.0,14.0,Boltzmann Softmax: Tau 0.5,49702,1000,4219
5.0,7.0,Boltzmann Softmax: Tau 1.5,60737,1000,4219
5.0,8.0,Random,64480,1000,4219
4.0,9.0,Mixed Suboptimal,69612,1000,4219
6.0,5.0,Mixed Random,67689,1000,4219
5.0,12.0,Epsilon-greedy,70873,1000,4219
7.0,8.0,Boltzmann Softmax: Tau 0.5,81661,1000,4219
5.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,4219
5.0,5.0,Random,96473,1000,4219
5.0,5.0,Expert,372,1000,17333
13.0,14.0,Mixed Suboptimal,5295,1000,17333
5.0,10.0,Mixed Random,3280,1000,17333
13.0,14.0,Epsilon-greedy,6607,1000,17333
13.0,17.0,Boltzmann Softmax: Tau 0.5,17730,1000,17333
4.0,8.0,Boltzmann Softmax: Tau 1.5,28619,1000,17333
3.0,7.0,Random,32323,1000,17333
8.0,10.0,Mixed Suboptimal,37605,1000,17333
10.0,9.0,Mixed Random,35766,1000,17333
6.0,13.0,Epsilon-greedy,38906,1000,17333
4.0,12.0,Boltzmann Softmax: Tau 0.5,49702,1000,17333
3.0,8.0,Boltzmann Softmax: Tau 1.5,60737,1000,17333
1.0,5.0,Random,64480,1000,17333
8.0,9.0,Mixed Suboptimal,69612,1000,17333
4.0,8.0,Mixed Random,67689,1000,17333
6.0,9.0,Epsilon-greedy,70873,1000,17333
7.0,5.0,Boltzmann Softmax: Tau 0.5,81661,1000,17333
5.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,17333
4.0,8.0,Random,96473,1000,17333
5.0,9.0,Expert,372,1000,39779
10.0,15.0,Mixed Suboptimal,5295,1000,39779
7.0,12.0,Mixed Random,3280,1000,39779
9.0,19.0,Epsilon-greedy,6607,1000,39779
7.0,14.0,Boltzmann Softmax: Tau 0.5,17730,1000,39779
9.0,9.0,Boltzmann Softmax: Tau 1.5,28619,1000,39779
7.0,7.0,Random,32323,1000,39779
7.0,8.0,Mixed Suboptimal,37605,1000,39779
4.0,5.0,Mixed Random,35766,1000,39779
6.0,10.0,Epsilon-greedy,38906,1000,39779
6.0,11.0,Boltzmann Softmax: Tau 0.5,49702,1000,39779
5.0,6.0,Boltzmann Softmax: Tau 1.5,60737,1000,39779
5.0,5.0,Random,64480,1000,39779
6.0,5.0,Mixed Suboptimal,69612,1000,39779
4.0,4.0,Mixed Random,67689,1000,39779
6.0,11.0,Epsilon-greedy,70873,1000,39779
4.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,39779
6.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,39779
3.0,8.0,Random,96473,1000,39779
4.0,9.0,Expert,372,1000,44987
8.0,14.0,Mixed Suboptimal,5295,1000,44987
8.0,11.0,Mixed Random,3280,1000,44987
10.0,14.0,Epsilon-greedy,6607,1000,44987
4.0,14.0,Boltzmann Softmax: Tau 0.5,17730,1000,44987
6.0,8.0,Boltzmann Softmax: Tau 1.5,28619,1000,44987
5.0,6.0,Random,32323,1000,44987
7.0,11.0,Mixed Suboptimal,37605,1000,44987
5.0,10.0,Mixed Random,35766,1000,44987
11.0,13.0,Epsilon-greedy,38906,1000,44987
4.0,8.0,Boltzmann Softmax: Tau 0.5,49702,1000,44987
6.0,5.0,Boltzmann Softmax: Tau 1.5,60737,1000,44987
6.0,5.0,Random,64480,1000,44987
8.0,8.0,Mixed Suboptimal,69612,1000,44987
5.0,7.0,Mixed Random,67689,1000,44987
3.0,11.0,Epsilon-greedy,70873,1000,44987
4.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,44987
4.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,44987
6.0,6.0,Random,96473,1000,44987
